catalogNbr,coreq_text,course_code,created_at,description,id,instructors,outcomes,prereq_confidence,prereq_courses_mentioned,prereq_has_complex_logic,prereq_text,roster,subject,title,titleShort,unitsMax,unitsMin
6310,,MATH 6310,2025-08-17T20:38:24.912421,"MATH 6310-MATH 6320 are the core algebra courses in the mathematics graduate program. MATH 6310 covers group theory, especially finite groups; rings and modules; ideal theory in commutative rings; arithmetic and factorization in principal ideal domains and unique factorization domains; introduction to field theory; tensor products and multilinear algebra. (Optional topic: introduction to affine algebraic geometry.)",FA25-MATH-6310-1,"[""lab387""]",,0.6000000000000001,1,True,"strong performance in an undergraduate abstract algebra course at the level of MATH 4340, or permission of instructor.",FA25,MATH,Algebra,Algebra,4.0,4.0
6330,,MATH 6330,2025-08-17T20:38:24.912432,"An introduction to the theory of noncommutative rings and modules. Topics vary by semester and include semisimple modules and rings, the Jacobson radical and Artinian rings, group representations and group algebras, characters of finite groups, representations of the symmetric group, central simple algebras and the Brauer group, representation theory of finite-dimensional algebras, and Morita theory.",FA25-MATH-6330-1,"[""mdk35""]",,0.6000000000000001,2,True,"MATH 6310-MATH 6320, or permission of instructor.",FA25,MATH,Noncommutative Algebra,Noncommutative Algebra,3.0,3.0
6390,,MATH 6390,2025-08-17T20:38:24.912442,"Lie groups, Lie algebras, and their representations play an important role in much of mathematics, particularly in number theory, mathematical physics, and topology. This is an introductory course, meant to be useful for more advanced topics and applications. The relationship between Lie groups and Lie algebras will be highlighted throughout the course. A different viewpoint is that of algebraic groups. We will endeavor to discuss this along with the smooth viewpoint. Some knowledge of differential and algebraic geometry are helpful.",FA25-MATH-6390-1,"[""yb26""]",,0.7,2,True,"basic knowledge of algebra and linear algebra at the honors level (e.g., MATH 4330-MATH 4340).",FA25,MATH,Lie Groups and Lie Algebras,Lie Groups and Lie Algebras,3.0,3.0
6410,,MATH 6410,2025-08-17T20:38:24.912453,"An introduction to enumerative combinatorics from an algebraic, geometric and topological point of view. Topics include, but are not limited to, permutation statistics, partitions, generating functions and combinatorial species, various types of posets and lattices (distributive, geometric, and Eulerian), Mobius inversion, face numbers, shellability, and relations to the Stanley-Reisner ring.",FA25-MATH-6410-1,"[""ma18""]",,0.6000000000000001,1,True,MATH 4410 or permission of instructor.,FA25,MATH,Enumerative Combinatorics,Enumerative Combinatorics,3.0,3.0
6520,,MATH 6520,2025-08-17T20:38:24.912464,"MATH 6510-MATH 6520 are the core topology courses in the mathematics graduate program. This course is an introduction to geometry and topology from a differentiable viewpoint, suitable for beginning graduate students. The objects of study are manifolds and differentiable maps. The collection of all tangent vectors to a manifold forms the tangent bundle, and a section of the tangent bundle is a vector field. Alternatively, vector fields can be viewed as first-order differential operators. We will study flows of vector fields and prove the Frobenius integrability theorem. We will examine the tensor calculus and the exterior differential calculus and prove Stokes' theorem. If time permits, de Rham cohomology, Morse theory, or other optional topics will be covered.",FA25-MATH-6520-1,"[""ak596""]",,0.29999999999999993,4,True,"strong performance in analysis (e.g., MATH 4130 and/or MATH 4140), linear algebra (e.g., MATH 4310), and point-set topology (e.g., MATH 4530), or permission of instructor.",FA25,MATH,Differentiable Manifolds,Differentiable Manifolds,4.0,4.0
6530,,MATH 6530,2025-08-17T20:38:24.912479,"An introduction to topological K-theory and characteristic classes. Topological K-theory is a generalized cohomology theory which is surprisingly simple and useful for computation while still containing enough structure for proving interesting results. The class will begin with the definition of K-theory, Chern classes, and the Chern character. Additional topics may include the Hopf invariant 1 problem, the J-homomorphism, Stiefel-Whitney classes and Pontrjagin classes, cobordism groups and the construction of exotic spheres, and the Atiyah-Singer Index Theorem.",FA25-MATH-6530-1,"[""iiz5""]",,0.6000000000000001,1,True,"MATH 6510, or permission of instructor.",FA25,MATH,K-Theory and Characteristic Classes,K-Theory and Characteristic Classes,3.0,3.0
6710,,MATH 6710,2025-08-17T20:38:24.912488,"Measure theory, independence, distribution of sums of iid random variables, laws of large numbers, and central limit theorem. Other topics as time permits.",FA25-MATH-6710-1,"[""ll432""]",,0.9,3,True,"knowledge of Lebesgue integration theory, at least on real line. Students can learn this material by taking MATH 4130-MATH 4140 or MATH 6210.",FA25,MATH,Probability Theory I,Probability Theory I,3.0,3.0
6840,,MATH 6840,2025-08-17T20:38:24.912510,Covers theory of effectively computable functions; classification of recursively enumerable sets; degrees of recursive unsolvability; applications to logic; hierarchies; recursive functions of ordinals and higher type objects; generalized recursion theory.,FA25-MATH-6840-1,"[""ss3777""]",,0.39999999999999997,4,True,"A course in first-order logic (e.g., MATH 4810/PHIL 4310 or MATH 4860/CS 4860), or permission of instructor.",FA25,MATH,Recursion Theory,Recursion Theory,3.0,3.0
7130,,MATH 7130,2025-08-17T20:38:24.912522,"Covers topological vector spaces, Banach and Hilbert spaces, and Banach algebras. Additional topics selected by instructor.",FA25-MATH-7130-1,"[""fm69""]",,0.29999999999999993,6,True,"some basic measure theory, Lp spaces, and (basic) functional analysis (e.g., MATH 6110). Advanced undergraduates who have taken MATH 4130-MATH 4140 and linear algebra (e.g., MATH 4310 or MATH 4330), but not MATH 6110, will need permission of instructor.",FA25,MATH,Functional Analysis,Functional Analysis,3.0,3.0
7290,,MATH 7290,2025-08-17T20:38:24.912539,"Talks on various methods in scientific computing, the analysis of their convergence properties and computational efficiency, and their adaptation to specific applications.",FA25-MATH-7290-2,"[""asd239""]",,0.0,0,False,,FA25,MATH,Seminar on Scientific Computing and Numerics,Seminar on Scientific Computing and Numerics,1.0,1.0
7370,,MATH 7370,2025-08-17T20:38:24.912546,Selection of advanced topics from number theory. Course content varies.,FA25-MATH-7370-1,"[""djz44""]",,0.0,0,False,,FA25,MATH,Topics in Number Theory,Topics in Number Theory,3.0,3.0
7410,,MATH 7410,2025-08-17T20:38:24.912552,Selection of advanced topics in combinatorics. Course content varies.,FA25-MATH-7410-1,"[""pg532""]",,0.0,0,False,,FA25,MATH,Topics in Combinatorics,Topics in Combinatorics,3.0,3.0
7670,,MATH 7670,2025-08-17T20:38:24.912557,Selection of topics from algebraic geometry. Content varies.,FA25-MATH-7670-1,"[""dsh233""]",,0.0,0,False,,FA25,MATH,Topics in Algebraic Geometry,Topics in Algebraic Geometry,3.0,3.0
7740,,MATH 7740,2025-08-17T20:38:24.912563,"Learning theory has become an important topic in modern statistics. This course gives an overview of various topics in classification, starting with Stone's (1977) stunning result that there are classifiers that are universally consistent. Other topics include classification, plug-in methods (k-nearest neighbors), reject option, empirical risk minimization, Vapnik-Chervonenkis theory, fast rates via Mammen and Tsybakov's margin condition, convex majorizing loss functions, RKHS methods, support vector machines, lasso type estimators, low-rank multivariate response regression, random matrix theory, topic models, latent factor models, and interpolation methods in high dimensional statistics.",FA25-MATH-7740-1,"[""mhw73""]",,0.39999999999999997,3,True,"basic mathematical statistics (STSCI 6730/MATH 6730 or equivalent) and measure theoretic probability (MATH 6710), or permission of instructor.",FA25,MATH,Statistical Learning Theory,Statistical Learning Theory,3.0,3.0
7810,,MATH 7810,2025-08-17T20:38:24.912576,"A twice weekly seminar in logic. Typically, a topic is selected for each semester, and at least half of the meetings of the course are devoted to this topic with presentations primarily by students. Opportunities are also provided for students and others to present their own work and other topics of interest.",FA25-MATH-7810-1,"[""jtm237""]",,0.0,0,False,,FA25,MATH,Seminar in Logic,Seminar in Logic,3.0,3.0
7900,,MATH 7900,2025-08-17T20:38:24.912582,Supervised research for the doctoral dissertation.,FA25-MATH-7900-1,[],,0.0,0,False,,FA25,MATH,Supervised Reading and Research,Supervised Reading and Research,6.0,1.0
1012,,PHYS 1012,2025-08-17T20:38:24.912588,"Provides auxiliary instruction and practice for PHYS 1112 and promotes a deep understanding of basic concepts in mechanics. Recommended for students who seek additional opportunities to engage with course content, to gain confidence in applying physics principals, or to develop their problem-solving skills. Class time is also spent exploring real-life applications and discussing strategies for successful learning and performance in PHYS 1112 .",FA25-PHYS-1012-1,"[""jeb94""]",,0.0,0,False,,FA25,PHYS,Physics 1112 Supplement,Physics 1112 Supplement,1.0,1.0
1013,,PHYS 1013,2025-08-17T20:38:24.912594,"Provides auxiliary instruction and practice for PHYS 2213 and promotes a deep understanding of basic concepts in electromagnetism. Recommended for students who seek additional opportunities to engage with course content, to gain confidence in applying physics principals, or to develop their problem-solving skills. Class time is also spent exploring real-life applications and discussing strategies for successful learning and performance in PHYS 2213 .",FA25-PHYS-1013-1,"[""jeb94""]",,0.0,0,False,,FA25,PHYS,Physics 2213 Supplement,Physics 2213 Supplement,1.0,1.0
1101,,PHYS 1101,2025-08-17T20:38:24.912600,"PHYS 1101 and PHYS 1102 emphasize both quantitative and conceptual understanding of the topics and tools of introductory physics developed without the use of calculus. The courses offer individualized instruction. Students learn through completing assigned readings, problems, and laboratory exercises, and through individualized tutoring. Additionally, recorded lectures, overview sessions, short videos, sample tests, and one-on-one tutorials are provided. The course format provides flexibility, but in some ways is more demanding than a course with a traditional format. Success requires discipline and well-developed study habits. Students without high school physics should allow extra time. Evaluation includes an oral lab check, a selection of graded homework problems, and a written test for each unit; these must be completed within a flexible set of deadlines. Major topics for PHYS 1101: forces and equilibrium, kinematics, dynamics, momentum, energy, fluid mechanics, waves and sound, thermal physics, and thermodynamics. At the level of College Physics, 5th edition, by Giambattista.",FA25-PHYS-1101-1,"[""rmf14""]",,0.0,0,False,"three years of high school mathematics, including trigonometry.",FA25,PHYS,General Physics I,General Physics I,4.0,4.0
1110,,PHYS 1110,2025-08-17T20:38:24.912613,"This laboratory course is an introduction to the nature and skills of experimentation in physics. Students will engage in multi-week investigations, creatively design their own experiments, and explore questions of how we develop models in physics through experiments. Students will learn how to design experiments, analyze data, develop interesting research questions, and consider issues of ethics in physics experiments. Students will also develop communication and collaboration skills. The course aims to provide an opportunity for students to consider the nature of measurement and experimentation and evaluate the relationship between physical theories and experimental data.",FA25-PHYS-1110-1,"[""ngh35"", ""ngh35"", ""ngh35"", ""ngh35"", ""ngh35"", ""ngh35"", ""ngh35"", ""ngh35"", ""ngh35"", ""ngh35"", ""ngh35""]",,0.0,0,False,,FA25,PHYS,Introduction to Experimental Physics,Introduction to Experimental Physics,1.0,1.0
1112,,PHYS 1112,2025-08-17T20:38:24.912620,"First course in a three-semester introductory physics sequence. This course is taught in a largely flipped', highly interactive manner, with reading preparation and online reading quizzes required for class. Covers the mechanics of particles with focus on kinematics, dynamics, conservation laws, central force fields, periodic motion.&nbsp;Mechanics of many-particle systems: center of mass, rotational mechanics of a rigid body, translational & rotational equilibrium. Temperature, heat, the laws of thermodynamics. At the level of University Physics, Vol. 1, by Young and Freedman.",FA25-PHYS-1112-1,"[""pdk4"", ""pdk4"", ""pdk4"", ""pdk4"", ""pdk4"", ""pdk4"", ""pdk4"", ""pdk4""]",,0.9,9,True,"MATH 1910 or MATH 1120. Recommended corequisite: MATH 1920 in order to continue with PHYS 2213 the following semester. Corequisite: PHYS 1110 must be taken to remain enrolled in PHYS 1112. MATH 1910 may be allowed by instructor in exceptional cases, but continuation in PHYS 2213 will then have to be deferred until MATH 1920 is completed.",FA25,PHYS,Physics I: Mechanics and Heat,Physics I: Mechanics and Heat,3.0,3.0
1116,,PHYS 1116,2025-08-17T20:38:24.912641,"First in a three-semester introductory physics sequence. Explores quantitative modeling of the physical world through a study of mechanics. More mathematical than a typical mechanics course - for example, considers how choice of coordinate system (Cartesian, cylindrical, etc.) influences the nature of kinematical equations. Includes kinematics, dynamics, conservation laws, central force fields, periodic motion, and special relativity. At the level of An Introduction to Mechanics by Kleppner and Kolenkow, which assumes a strong mathematical foundation in calculus.",FA25-PHYS-1116-1,"[""mp325"", ""mp325"", ""mp325"", ""mp325"", ""mp325""]",,0.0,0,False,,FA25,PHYS,Physics I: Mechanics and Special Relativity,Physics I: Mechanics and Special Relativity,4.0,4.0
1190,,PHYS 1190,2025-08-17T20:38:24.912647,"Students perform the laboratory component of one of the introductory courses ( PHYS 1101 , PHYS 1102 , PHYS 2207, PHYS 2208,  PHYS 2214) to complement the lecture-related course credit acquired elsewhere. Those wishing to take equivalent of one of these introductory courses at another institution should receive prior approval from the physics director of undergraduate studies.",FA25-PHYS-1190-1,[],,0.0,0,True,three transfer credits for introductory physics lecture material and a degree requirement for laboratory component of that introductory course.,FA25,PHYS,Introductory Laboratory (Transfer Supplement),Introductory Laboratory (Transfer Supplement),1.0,1.0
1201,,PHYS 1201,2025-08-17T20:38:24.912658,"One of the existential problems of our time is telling the difference between something that is fake and something that is real. Physics can be a powerful tool for making such distinctions because it provides physical laws that cannot be violated. In this class you will learn about these laws and how to use them to analyze everyday phenomena. Aimed specifically at the nonscience student, this course will examine the principles of physics from a conceptual point of view, with emphasis on the methodology of science and the nature of evidence.",FA25-PHYS-1201-1,"[""ic64"", ""ic64"", ""ic64"", ""ic64"", ""ic64""]",,0.0,0,False,,FA25,PHYS,Why the Sky Is Blue: Aspects of the Physical World,Why the Sky Is Blue: Aspects of the Physical World,4.0,4.0
1205,,PHYS 1205,2025-08-17T20:38:24.912665,"This course teaches quantitative reasoning by combining the science and technology of sailboats with an outdoors experience of its practical application. A basic mathematics and physics education is a prerequisite. Topics will include: wind power, boat types, sail plans, winches and pulleys; keels; propelling and resistive forces; water waves and hull speed; real and apparent wind velocity; the wind rose; weather formations; heaving to and storm techniques; knots and why they work; and water waves. Experimental projects performed on Cayuga Lake include measuring phase and group velocities, the wind rose, and the hull speed, to compare to data sheets.",FA25-PHYS-1205-1,"[""gh77"", ""gh77"", ""gh77""]",,0.0,0,True,students must be able to swim (75 yds or equivalent to university swim test requirement).,FA25,PHYS,The Physics of Sailing,The Physics of Sailing,3.0,3.0
2207,,PHYS 2207,2025-08-17T20:38:24.912677,"Physics 2207-PHYS 2208 is a two-semester introductory physics sequence with lab. The first course, Physics 2207, builds the foundations for quantitatively modeling the world around us and reasoning about physical phenomena. These skills are developed in the context of mechanics, thermodynamics, fluid mechanics, and waves.  Includes applications from the sciences, medicine, and everyday life.  Taught at the level of College Physics by Knight, Jones, and Field.",FA25-PHYS-2207-1,"[""gsc11"", ""gsc11"", ""gsc11"", ""gsc11"", ""gsc11"", ""gsc11"", ""gsc11"", ""gsc11"", ""gsc11"", ""gsc11""]",,0.9,2,True,"high school physics plus MATH 1110 or MATH 1106, or solid understanding of the basic concepts of introductory calculus.",FA25,PHYS,Fundamentals of Physics I,Fundamentals of Physics I,4.0,4.0
2210,,PHYS 2210,2025-08-17T20:38:24.912689,"In this laboratory course, students will build on the knowledge and skills developed in Physics 1110 (Introduction to Experimental Physics) to conduct semester-long experimental physics projects. Students will work in lab project teams to iteratively develop a research question, write a proposal that is reviewed by their peers and experts, engage for multiple weeks with their project, and present their findings in a public poster session at the end of the semester. Students will learn additional skills in experimental design and data analysis, with broader focuses on how to generate interesting, testable, and feasible research questions, how to provide critical and constructive feedback to others, and how to present research to a broad audience. The course provides an early opportunity for students to get a glimpse of experimental physics research, employ creativity to generate an answer to a novel research question and/or design a unique experimental approach.",FA25-PHYS-2210-1,"[""ngh35"", ""ngh35""]",,0.9,1,False,PHYS 1110.,FA25,PHYS,Exploring Experimental Physics,Exploring Experimental Physics,1.0,1.0
2213,,PHYS 2213,2025-08-17T20:38:24.912701,"Second course in a three semester introductory physics sequence. The course emphasizes active learning during class. Video lectures are viewed before class; most class time is devoted to problem-solving. Topics include: electric forces and fields, Gauss' Law, electric energy and potential, DC and AC circuits, magnetic forces and fields, Ampere's Law, magnetic induction, and Maxwell's equations. University Physics, Vol. 2, by Young and Freedman. The math prerequisite is essential: vector dot and cross products, as well as line, surface, and volume integrals are done routinely.",FA25-PHYS-2213-1,"[""rct76"", ""rct76"", ""rct76"", ""rct76"", ""rct76"", ""rct76"", ""rct76"", ""rct76"", ""rct76"", ""rct76"", ""rct76"", ""rct76"", ""rct76""]",,0.7,5,True,"PHYS 1112 (or strong performance in PHYS 2207) and one of MATH 1920, MATH 2220, or MATH 2240.",FA25,PHYS,Physics II: Electromagnetism,Physics II: Electromagnetism,4.0,4.0
2214,,PHYS 2214,2025-08-17T20:38:24.912716,"For majors in engineering (including bio-, civil, and environmental engineering), computer and information science, physics, earth and atmospheric science, and other physical and biological sciences who wish to understand the oscillation, wave, and quantum phenomena behind everyday experiences and modern technology including scientific/medical instrumentation. Covers the physics of oscillations and wave phenomena, including driven oscillations and resonance, mechanical waves, sound waves, electromagnetic waves, standing waves, Doppler effect, polarization, wave reflection and transmission, interference, diffraction, geometric optics and optical instruments, wave properties of particles, particles in potential wells, light emission and absorption, and quantum tunneling. With applications to phenomena and measurement technologies in engineering, the physical sciences, and biological sciences.  Some familiarity with differential equations, complex representation of sinusoids, and Fourier analysis is desirable but not essential. As with PHYS 1112 and PHYS 2213, pre-class preparation involves reading notes and/or watching videos, and in-class activities focus on problem solving, demonstrations, and applications.",FA25-PHYS-2214-1,"[""dcr14"", ""dcr14"", ""dcr14"", ""dcr14"", ""dcr14"", ""dcr14"", ""dcr14"", ""dcr14"", ""dcr14"", ""dcr14"", ""dcr14"", ""dcr14"", ""dcr14"", ""dcr14"", ""dcr14"", ""dcr14""]",,0.7,5,True,"PHYS 2213 (or strong performance in PHYS 2208), plus vector calculus at the level of one of the following: MATH 1920, MATH 2220, or MATH 2240.",FA25,PHYS,"Physics III: Oscillations, Waves, and Quantum Physics","Physics III: Oscillations, Waves, and Quantum Physics",4.0,4.0
2216,,PHYS 2216,2025-08-17T20:38:24.912729,"Introduction to Einstein's Theory of Special Relativity, including Galilean and Lorentz transformations, the concept of simultaneity, time dilation and Lorentz contraction, the relativistic transformations of velocity, momentum and energy, and relativistic invariance in the laws of physics. At the level of An Introduction to Mechanics by Kleppner and Kolenkow.",FA25-PHYS-2216-1,"[""eef3""]",,0.6000000000000001,2,True,PHYS 1112 or PHYS 2207 or permission of instructor.,FA25,PHYS,Introduction to Special Relativity,Introduction to Special Relativity,1.0,1.0
2217,,PHYS 2217,2025-08-17T20:38:24.912741,"Second in a three semester introductory physics sequence. Explores quantitative modeling of the physical world through a study of electricity and magnetism. More mathematical and abstract than a typical introductory electricity and magnetism course. Topics include electrostatics, behavior of matter in electric fields, circuits, magnetic fields, Faraday's law, AC circuits, and electromagnetic waves. Makes substantial use of vector calculus. At the level of Electricity and Magnetism by Purcell.",FA25-PHYS-2217-1,"[""lp26"", ""lp26"", ""lp26""]",,0.0,0,False,,FA25,PHYS,Physics II: Electricity and Magnetism,Physics II: Electricity and Magnetism,4.0,4.0
2218,,PHYS 2218,2025-08-17T20:38:24.912748,"This course is divided into two parts. The larger segment of the course typically focuses on wave phenomena. Topics include: coupled harmonic oscillators, strings, sound and light waves, superposition principle, wave equations, Fourier series and transforms, diffraction and interference. The discussion is at the level of The Physics of Waves by Georgi. The second segment of the course covers thermodynamics and statistical mechanics at the level of Thermal Physics by Schroeder.",FA25-PHYS-2218-1,"[""taa2"", ""taa2"", ""taa2""]",,0.0,0,False,,FA25,PHYS,Physics III: Waves and Thermal Physics,Physics III: Waves and Thermal Physics,3.0,3.0
3310,,PHYS 3310,2025-08-17T20:38:24.912754,"Would you find it appealing to operate a physical system that allows you to sharply distinguish between rational and irrational numbers? How about using a microwave thermometer to measure the temperature of a distant object namely the sun's outer surface? Would you like to measure fundamentals of nature, such as the charge to mass ratio of the electron, or the atomic structure of Hydrogen? In Physics 3310, you will have experiences such as these as you decide for yourself how valid or applicable various theoretical results are that you have already encountered or look forward to encountering in 3000 level intermediate level courses such as quantum and classical mechanics and electrodynamics. You'll acquire essential skills to tease out the truth about nature as an experimental physicist with particular emphasis on the awareness and management of uncertainty. The environment of 3310 promotes individual creativity and discovery with the encouragement and aid of coursemates and staff.",FA25-PHYS-3310-1,"[""ib38""]",,0.9,3,True,PHYS 2208 or PHYS 2214 or PHYS 2218.,FA25,PHYS,Intermediate Experimental Physics,Intermediate Experimental Physics,3.0,3.0
3316,,PHYS 3316,2025-08-17T20:38:24.912765,"A modern approach to the introduction of quantum mechanics. Topics include: the breakdown of classical physics in the Stern-Gerlach experiment; the postulates of quantum mechanics; spin 1/2, state vectors, operators, and measurements; time evolution with the Schrodinger equation; spatial wavefunctions with particle in a box and the harmonic oscillator; tunnelling and scattering; angular momentum and the hydrogen atom; and the basics of quantum computation. At the level of ""Quantum Mechanics: A Paradigms Approach"" by McIntyre.",FA25-PHYS-3316-1,"[""bjr228"", ""bjr228"", ""bjr228""]",,0.9,7,True,PHYS 2214 or PHYS 2218; PHYS 1116 or PHYS 2216; and coregistration in MATH 2940 or  MATH 2210 or MATH 2230.,FA25,PHYS,Basics of Quantum Mechanics,Basics of Quantum Mechanics,4.0,4.0
3317,,PHYS 3317,2025-08-17T20:38:24.912780,"Covers a number of applications of quantum mechanics to topics in modern physics. Uses the tools developed in PHYS 3316 , and does not introduce new formalism. Topics include the physics of single and multi-electron atoms, molecular physics, introduction to quantum statistics, topics in solid-state physics, nuclear structure, and elementary particle physics. Students will develop their order-of-magnitude reasoning and their modeling skills.",FA25-PHYS-3317-1,"[""yg73"", ""yg73"", ""yg73""]",,0.9,1,False,PHYS 3316.,FA25,PHYS,Applications of Quantum Mechanics,Applications of Quantum Mechanics,4.0,4.0
3327,,PHYS 3327,2025-08-17T20:38:24.912790,"Focuses on advanced electro/magnetostatics, such as multipole expansion of the potential solutions to Laplace's Equation and boundary value problems, as well as time-dependent electrodynamics: Maxwell's Equations, electromagnetic waves, reflection and refraction, wave guides, and generation of electromagnetic radiation (retarded potential). As time permits, topics will be drawn from antennas, relativistic electrodynamics, four vectors, Lorentz, and transformation of fields based on the interest of the class. At the level of Classical Electromagnetic Radiation by Heald and Marion or the more advanced chapters of Introduction to Electrodynamics by Griffiths.",FA25-PHYS-3327-1,"[""lkg5"", ""lkg5"", ""lkg5"", ""lkg5""]",,0.7,6,True,"PHYS 2217/PHYS 2218, or PHYS 2213/PHYS 2214. Recommended prerequisite: AEP 3200. Corequisite: AEP 4200 or appropriate mathematics course(s) that cover complex analysis, vector calculus, Fourier transforms and techniques for studying boundary value problems recommended.",FA25,PHYS,Advanced Electricity and Magnetism,Advanced Electricity and Magnetism,4.0,4.0
4230,,PHYS 4230,2025-08-17T20:38:24.912807,"Quantum statistical basis for equilibrium thermodynamics, microcanonical, canonical and grand canonical ensembles, and partition functions. Classical and quantum ideal gases, paramagnetic and multiple-state systems. Maxwell-Boltzmann, Fermi-Dirac, and Bose-Einstein statistics and applications. Introduction to systems of interacting particles. At the level of Introductory Statistical Mechanics by Bowley and Sanchez.",FA25-PHYS-4230-2,"[""nr462"", ""nr462""]",,0.0,0,False,,FA25,PHYS,Statistical Thermodynamics,Statistical Thermodynamics,4.0,4.0
4400,,PHYS 4400,2025-08-17T20:38:24.912814,"Experiments of widely varying difficulty in one or more areas, as listed under PHYS 4410, may be done to fill the student's special requirements.",FA25-PHYS-4400-1,"[""jrp3"", ""jrp3"", ""jrp3""]",,0.0,0,False,two years physics.,FA25,PHYS,Informal Advanced Laboratory,Informal Advanced Laboratory,3.0,1.0
4410,,PHYS 4410,2025-08-17T20:38:24.912824,"Over 30 available experiments on various topics including atomic and molecular spectroscopy, optics, condensed matter physics, nuclear physics, electrical and microwave circuits, x-rays, and magnetic resonance. Each student selects and performs two experiments and completes one project. Independent work is stressed, and scientific writing and presentation skills are emphasized. Weekly lectures will cover techniques and skills necessary for the class and experimental physics in general.",FA25-PHYS-4410-1,"[""jrp3"", ""jrp3"", ""jrp3""]",,0.9,2,False,"PHYS 3327, PHYS 3318.",FA25,PHYS,Advanced Experimental Physics,Advanced Experimental Physics,4.0,4.0
4445,,PHYS 4445,2025-08-17T20:38:24.912835,"One-semester introduction to general relativity that develops the essential structure and phenomenology of the theory without requiring prior exposure to tensor analysis. General relativity is a fundamental cornerstone of physics that underlies several of the most exciting areas of current research, including relativistic astrophysics, cosmology, and the search for a quantum theory of gravity. The course briefly reviews special relativity, introduces basic aspects of differential geometry, including metrics, geodesics, and the Riemann tensor, describes black hole spacetimes and cosmological solutions, and concludes with the Einstein equation and its linearized gravitational wave solutions. At the level of Gravity: An Introduction to Einstein's General Relativity by Hartle.",FA25-PHYS-4445-1,"[""lm432"", ""lm432""]",,0.8,4,True,classical mechanics at the level of PHYS 3318 and special relativity at the level of PHYS 1116 or PHYS 2216. Electromagnetism at the level of PHYS 3327 is useful.,FA25,PHYS,Introduction to General Relativity,Introduction to General Relativity,4.0,4.0
4454,,PHYS 4454,2025-08-17T20:38:24.912849,"Introduction to the physics of crystalline solids. Covers crystal structures; diffraction; electronic states and density functional theory; lattice vibrations; and metals, insulators, and semiconductors. Covers optical properties, magnetism, and superconductivity as time allows. The majority of the course addresses the foundations of the subject, but time is devoted to modern and/or technologically important topics such as quantum size effects. At the level of Introduction to Solid State Physics by Kittel or Solid State Physics by Ashcroft and Mermin.",FA25-PHYS-4454-1,"[""dm24"", ""dm24""]",,0.0,0,False,,FA25,PHYS,Introductory Solid State Physics,Introductory Solid State Physics,4.0,4.0
4480,,PHYS 4480,2025-08-17T20:38:24.912855,"Develops tools for using computers to model the physical world.  Uses examples pulled broadly from core areas of physics: Mechanics, Electricity and Magnetism, Statistical Mechanics and Thermodynamics, and Quantum Mechanics.  Focus is on algorithmic thinking, converting mathematical representations into practical algorithms, working with data, and drawing physical conclusions from numerical results.  Model problems will involve numerical quadratures, ordinary and partial differential equations, numerical linear algebra, event based simulations, and Monte Carlo techniques.  May include modern techniques, such as those drawn from machine learning and artificial intelligence.  Instruction will largely be in Julia, with computer labs integrated into lectures.  No prior experience with Julia is necessary, but students should have some experience with programming.  Graduate versions, PHYS 7680 and ASTRO 7690, require an additional project which is not required in the undergraduate version, PHYS 4480.",FA25-PHYS-4480-1,"[""em256""]",,0.0,0,False,,FA25,PHYS,Computational Physics,Computational Physics,3.0,3.0
4484,,PHYS 4484,2025-08-17T20:38:24.912862,"This 1.5-hour weekly seminar provides undergraduate and graduate students with an introduction to core concepts in teaching and learning physics. Participants read and discuss articles and videos, reflect on their own teaching and learning experiences, and engage in collaborative activities that help them become more effective teachers, learners, and communicators. This seminar is especially valuable for those considering teaching physics at some point in their careers, or who want to improve their own physics learning skills. Topics may include: question types and questioning strategies; classroom discourse; neurological basis of learning; expertise acquisition and expert performance; deliberate practice; misconceptions, mental models and conceptual change; mindsets and psychological interventions; classroom diversity and microaggressions; multiple intelligences and multiple representations; metacognition; active learning; the nature of science; the qualities of effective teachers; and evaluating teaching and learning.Text:  None. Readings will be provided.",FA25-PHYS-4484-1,"[""ret6"", ""ret6"", ""ret6""]",,0.0,0,False,,FA25,PHYS,Teaching and Learning Physics,Teaching and Learning Physics,1.0,1.0
4485,,PHYS 4485,2025-08-17T20:38:24.912868,"Designed to provide qualified undergraduate students who possess an interest in teaching with a structured experience teaching physics.  Participants collaborate with instructors and graduate teaching assistants to facilitate cooperative learning sessions, laboratory investigations, or homework help sessions.  Total weekly time commitment is 3-4 hours, including instructional contact time (2 hours), preparation time, and instructional staff meeting time.",FA25-PHYS-4485-1,"[""jeb94""]",,0.6000000000000001,1,True,"previous enrollment in course to be taught or equivalent, and concurrent or previous enrollment in PHYS 4484.",FA25,PHYS,Teaching Experience I,Teaching Experience I,1.0,1.0
4486,,PHYS 4486,2025-08-17T20:38:24.912879,"Teaching experience for qualified undergraduate students in PHYS 1101/PHYS 1102. Contact time will be in the course's Learning Center, in a team environment with graduate student TAs and faculty. Activities include tutoring individual students, working with small groups, assisting students with lab experiments, and participating in course development initiatives.",FA25-PHYS-4486-1,"[""rmf14""]",,0.8,8,True,"minimum grade of A in PHYS 1101/PHYS 1102/PHYS 2207/PHYS 2208, or A- in PHYS 1112/PHYS 2213, or B+ in PHYS 1116/PHYS 2217, or comparable AP or transfer credit.",FA25,PHYS,Teaching Experience II,Teaching Experience II,3.0,1.0
